Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000000037,2023-09-27 22:59:35,Cathy Smith,"['Milk', 'Shower Gel']",4,12.46,Mobile Payment,Dallas,Department Store,True,Senior Citizen,Winter,None
1000000038,2022-03-19 23:44:33,Randy Beck,['Pickles'],5,86.11,Cash,New York,Supermarket,False,Professional,Spring,None
1000000039,2023-04-05 10:26:00,Joanne Wood,"['Dustpan', 'Shower Gel', 'Beef', 'Broom']",10,45.07,Debit Card,Boston,Supermarket,False,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000040,2023-06-28 11:17:56,Joseph Williamson,"['Pasta', 'Trash Bags', 'Orange', 'Rice', 'Tea']",4,19.32,Mobile Payment,Dallas,Specialty Store,False,Teenager,Spring,BOGO (Buy One Get One)
1000000041,2023-06-27 16:06:33,Makayla Moore,"['Laundry Detergent', 'Extension Cords']",6,19.96,Cash,Houston,Supermarket,False,Student,Spring,None
1000000042,2021-09-27 15:39:37,Jennifer Bailey,"['Toilet Paper', 'Shower Gel', 'Deodorant']",6,78.04,Cash,Dallas,Specialty Store,False,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000043,2022-09-21 14:22:50,Angela Johnson,"['Toothpaste', 'Ice Cream']",7,8.91,Credit Card,Dallas,Specialty Store,True,Homemaker,Spring,BOGO (Buy One Get One)
1000000044,2022-02-24 13:18:00,Lisa Harper,"['Broom', 'Shrimp', 'Toothpaste', 'Shower Gel', 'Dishware']",9,97.61,Credit Card,Boston,Convenience Store,True,Student,Fall,BOGO (Buy One Get One)
1000000045,2022-12-02 21:05:50,Pamela Duffy,"['Plant Fertilizer', 'Power Strips', 'Beef', 'Mayonnaise']",9,88.65,Cash,San Francisco,Convenience Store,False,Professional,Fall,None
1000000046,2022-01-16 03:46:49,Michelle Foster,"['Power Strips', 'Soda']",5,44.08,Debit Card,Boston,Warehouse Club,True,Teenager,Summer,BOGO (Buy One Get One)
1000000047,2021-11-17 04:54:54,Tina Combs,"['Toothpaste', 'Toothbrush']",8,73.28,Credit Card,Chicago,Supermarket,True,Young Adult,Fall,Discount on Selected Items
1000000048,2021-03-10 04:35:55,Anthony Ray,"['Onions', 'Garden Hose', 'Vacuum Cleaner', 'Cereal Bars']",4,10.26,Cash,Miami,Convenience Store,True,Student,Winter,None
1000000049,2023-06-08 14:17:25,Brianna Johnson,"['Onions', 'Canned Soup']",2,47.37,Cash,Boston,Convenience Store,True,Retiree,Fall,BOGO (Buy One Get One)
1000000050,2023-08-16 19:31:50,Justin Smith,"['Feminine Hygiene Products', 'Hair Gel']",10,22.07,Cash,New York,Convenience Store,False,Teenager,Fall,BOGO (Buy One Get One)
1000000051,2022-07-13 17:14:13,Tonya Moreno,"['Soap', 'Apple', 'Butter', 'Pasta']",7,45.6,Cash,Houston,Warehouse Club,False,Homemaker,Fall,None
1000000052,2023-10-30 05:42:35,Hannah Foley,"['Baby Wipes', 'Cereal', 'Shower Gel', 'Tuna', 'Soda']",8,79.34,Cash,Miami,Convenience Store,True,Middle-Aged,Fall,Discount on Selected Items
1000000053,2020-05-02 14:11:45,Katie Whitney,['Diapers'],2,38.38,Debit Card,Miami,Specialty Store,False,Senior Citizen,Spring,None
1000000054,2021-07-30 15:29:27,Amanda Jones,['Spinach'],9,39.12,Mobile Payment,Dallas,Department Store,False,Retiree,Spring,Discount on Selected Items
1000000055,2021-08-24 11:23:46,Cory Jensen,"['Orange', 'Shower Gel', 'Insect Repellent', 'Hair Gel']",9,50.25,Debit Card,Los Angeles,Convenience Store,False,Retiree,Summer,Discount on Selected Items
1000000056,2020-02-24 19:41:38,Jamie Brown,['Paper Towels'],6,77.82,Mobile Payment,Chicago,Pharmacy,True,Middle-Aged,Summer,None
1000000057,2023-09-11 20:47:27,Ryan Reyes,['Trash Bags'],1,60.31,Debit Card,Atlanta,Pharmacy,True,Retiree,Spring,None
1000000058,2022-07-13 12:32:28,Jessica Mooney,"['Onions', 'Broom', 'Iron']",9,98.39,Credit Card,Houston,Specialty Store,False,Middle-Aged,Fall,BOGO (Buy One Get One)
1000000059,2021-02-24 05:02:57,Heidi May,"['Razors', 'Water']",9,64.91,Mobile Payment,Dallas,Convenience Store,False,Middle-Aged,Summer,Discount on Selected Items
1000000060,2023-04-07 00:13:11,Anthony Richard,"['Orange', 'Diapers', 'Vinegar']",5,7.65,Mobile Payment,Miami,Convenience Store,False,Middle-Aged,Summer,BOGO (Buy One Get One)
1000000061,2020-01-08 19:13:43,Sarah Gross,"['Bath Towels', 'Ironing Board', 'Rice']",9,11.45,Credit Card,Miami,Department Store,False,Middle-Aged,Summer,None
1000000062,2022-09-15 11:53:57,Susan Robinson,['Carrots'],9,18.11,Debit Card,Houston,Specialty Store,False,Homemaker,Winter,BOGO (Buy One Get One)
1000000063,2022-05-31 19:12:21,Cynthia Mendoza,"['Apple', 'Shampoo', 'Tissues', 'Power Strips']",3,10.01,Debit Card,San Francisco,Department Store,False,Student,Fall,Discount on Selected Items
1000000064,2020-06-28 03:54:38,Zachary James,"['Onions', 'Sponges']",8,65.94,Cash,Dallas,Convenience Store,False,Young Adult,Summer,None
1000000065,2020-10-18 10:58:44,Marissa Scott,['Apple'],10,28.37,Cash,San Francisco,Supermarket,True,Teenager,Spring,BOGO (Buy One Get One)
1000000066,2021-06-05 12:59:14,Jacqueline Mclean DVM,"['Shaving Cream', 'Pasta', 'Cleaning Spray', 'Rice', 'Onions']",10,40.02,Mobile Payment,Houston,Department Store,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000067,2021-12-22 10:23:48,Krista Stewart,"['Ketchup', 'Salmon', 'Banana', 'Olive Oil', 'Eggs']",2,66.84,Credit Card,Miami,Supermarket,False,Retiree,Fall,BOGO (Buy One Get One)
1000000068,2021-08-05 23:47:18,Mike Taylor,['Shaving Cream'],7,39.3,Credit Card,Atlanta,Supermarket,False,Student,Summer,Discount on Selected Items
1000000069,2023-06-23 20:34:16,Heather Johnson,"['Trash Cans', 'Diapers']",1,63.22,Credit Card,Chicago,Supermarket,False,Homemaker,Winter,None
1000000070,2021-01-16 13:15:58,Tiffany Ramirez,['Carrots'],2,38.61,Debit Card,Houston,Warehouse Club,False,Homemaker,Spring,BOGO (Buy One Get One)
1000000071,2022-09-30 04:40:33,James Taylor,"['Deodorant', 'Tuna', 'Bread']",1,8.4,Credit Card,Chicago,Convenience Store,True,Middle-Aged,Summer,Discount on Selected Items
1000000072,2020-07-30 15:48:21,Gabriela Bryan,"['Paper Towels', 'Pickles', 'Eggs', 'Shower Gel', 'Pasta']",2,12.6,Mobile Payment,New York,Supermarket,True,Senior Citizen,Summer,None
1000000073,2023-05-07 18:54:48,Janet Hogan MD,"['Air Freshener', 'Ironing Board', 'Yogurt']",2,55.59,Cash,Dallas,Supermarket,True,Professional,Spring,BOGO (Buy One Get One)
1000000074,2020-12-08 05:48:16,David Burton,"['Cereal', 'Broom']",8,39.73,Cash,Los Angeles,Warehouse Club,False,Middle-Aged,Fall,BOGO (Buy One Get One)
1000000075,2021-02-17 02:15:17,Jessica Cohen,"['Trash Bags', 'Canned Soup', 'Tea']",7,42.0,Credit Card,Houston,Convenience Store,True,Homemaker,Winter,Discount on Selected Items
1000000076,2021-08-16 20:23:20,Katherine Martin,"['Broom', 'Salmon']",5,11.08,Debit Card,Chicago,Department Store,True,Retiree,Fall,Discount on Selected Items
1000000077,2022-12-10 20:05:10,Amy Larsen,"['Sponges', 'Cheese']",3,89.95,Credit Card,Dallas,Supermarket,False,Retiree,Winter,Discount on Selected Items
1000000078,2020-06-15 15:04:08,Adrienne Mitchell,['Plant Fertilizer'],8,85.92,Credit Card,Atlanta,Pharmacy,False,Senior Citizen,Spring,None
1000000079,2022-05-03 03:04:00,Michael Murphy,"['Dustpan', 'Potatoes', 'Razors', 'Hair Gel', 'Dishware']",10,20.75,Debit Card,New York,Convenience Store,False,Middle-Aged,Summer,None
1000000080,2021-05-20 01:36:08,Benjamin Walls,"['Sponges', 'Honey', 'Butter', 'Coffee']",3,9.39,Debit Card,Dallas,Warehouse Club,True,Professional,Winter,None
1000000081,2023-03-23 07:10:01,Steven Valdez,"['Dishware', 'Dish Soap', 'Banana', 'Shrimp', 'Shower Gel']",10,93.3,Cash,New York,Supermarket,False,Homemaker,Spring,Discount on Selected Items
1000000082,2022-10-27 10:25:05,Craig Cook,"['Chicken', 'Toilet Paper', 'Vinegar', 'Chips']",8,93.29,Mobile Payment,Atlanta,Pharmacy,False,Young Adult,Fall,BOGO (Buy One Get One)
1000000083,2022-07-06 10:36:16,Amanda Burns MD,"['Ketchup', 'Razors', 'Plant Fertilizer']",6,70.8,Cash,Los Angeles,Pharmacy,False,Senior Citizen,Fall,Discount on Selected Items
1000000084,2021-05-28 02:23:02,Gregory Stevens,"['Light Bulbs', 'Pancake Mix', 'Beef']",5,11.03,Credit Card,Houston,Supermarket,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000085,2021-12-18 21:58:09,Jennifer Allen,"['Spinach', 'Garden Hose', 'Mustard', 'Shampoo', 'Mayonnaise']",1,72.68,Cash,Dallas,Department Store,True,Professional,Winter,Discount on Selected Items
1000000086,2021-02-03 09:30:39,Heather Leonard,"['Canned Soup', 'Tea', 'Vacuum Cleaner']",4,47.11,Debit Card,Atlanta,Warehouse Club,True,Homemaker,Winter,Discount on Selected Items
1000000087,2020-01-08 06:42:11,Dr. Christy Velasquez,"['Hair Gel', 'Pasta', 'Dishware']",8,37.87,Mobile Payment,Houston,Pharmacy,True,Homemaker,Winter,Discount on Selected Items
1000000088,2023-07-09 04:56:04,Jasmin Oconnell,"['Plant Fertilizer', 'Mop', 'Bread', 'Salmon', 'Spinach']",5,77.83,Mobile Payment,Dallas,Convenience Store,True,Student,Winter,BOGO (Buy One Get One)
1000000089,2021-10-22 05:23:37,Jasmine Hull,"['Feminine Hygiene Products', 'Shrimp', 'Orange']",9,70.97,Credit Card,New York,Specialty Store,True,Teenager,Spring,BOGO (Buy One Get One)
1000000090,2020-12-31 01:16:03,Grace Duran,"['Shaving Cream', 'Iron', 'Toothpaste', 'Soda']",8,93.0,Mobile Payment,Atlanta,Supermarket,True,Teenager,Winter,Discount on Selected Items
1000000091,2020-01-24 22:10:26,Lauren Wilson,"['Vinegar', 'Cheese', 'Onions', 'Canned Soup']",7,92.95,Credit Card,Chicago,Pharmacy,False,Middle-Aged,Fall,None
1000000092,2021-08-05 19:04:18,Amber Wise,"['Dustpan', 'Iron']",7,96.79,Cash,Atlanta,Supermarket,False,Professional,Spring,None
1000000093,2020-08-03 04:41:34,Daniel Thompson,"['Hair Gel', 'Tissues', 'Iron']",2,73.79,Mobile Payment,Los Angeles,Convenience Store,False,Homemaker,Summer,Discount on Selected Items
1000000094,2023-01-16 02:42:54,Kayla Navarro,"['Toothbrush', 'Garden Hose']",7,61.08,Cash,Miami,Supermarket,False,Retiree,Winter,Discount on Selected Items
1000000095,2022-08-11 09:14:45,Sarah Moore DDS,['Plant Fertilizer'],6,24.98,Debit Card,Los Angeles,Convenience Store,True,Middle-Aged,Fall,None
1000000096,2020-03-10 16:03:07,Benjamin Johnson,"['Syrup', 'Soda', 'Shrimp', 'Soap']",5,41.13,Mobile Payment,San Francisco,Convenience Store,False,Student,Fall,None
1000000097,2021-12-29 21:57:26,Erin Parker,"['Shampoo', 'Toothbrush']",1,39.32,Debit Card,Atlanta,Pharmacy,True,Retiree,Summer,Discount on Selected Items
1000000098,2020-11-01 01:12:03,Cynthia Garcia,"['Banana', 'Chicken', 'Tomatoes', 'Dish Soap']",9,10.72,Mobile Payment,Dallas,Warehouse Club,True,Professional,Spring,BOGO (Buy One Get One)
1000000099,2023-06-29 03:19:16,Eduardo Brown,"['Shaving Cream', 'Bread']",8,7.08,Mobile Payment,Chicago,Supermarket,False,Student,Summer,Discount on Selected Items
1000000100,2022-03-29 05:47:22,Kristen Owens,"['Pickles', 'Chips']",3,83.53,Mobile Payment,Miami,Supermarket,False,Teenager,Winter,None
1000000101,2020-12-21 18:23:38,Luis Martin,"['Razors', 'Rice']",1,85.78,Debit Card,New York,Specialty Store,True,Middle-Aged,Spring,None
1000000102,2020-02-25 13:42:15,Stephen Huffman,"['Plant Fertilizer', 'Chicken', 'Ironing Board', 'Diapers']",7,89.24,Cash,Chicago,Specialty Store,True,Middle-Aged,Winter,None
1000000103,2020-08-14 03:02:08,Aaron Pham,"['Light Bulbs', 'Chips']",6,13.32,Mobile Payment,Dallas,Convenience Store,False,Student,Winter,None
1000000104,2022-04-08 02:43:55,Michelle Hughes,"['Bread', 'Cereal Bars']",2,9.37,Cash,Boston,Specialty Store,False,Young Adult,Summer,BOGO (Buy One Get One)
1000000105,2020-04-03 00:24:42,Bonnie Henderson,"['Vacuum Cleaner', 'Diapers', 'Water', 'Ironing Board']",3,11.65,Debit Card,Houston,Convenience Store,True,Professional,Spring,Discount on Selected Items
1000000106,2023-08-10 09:12:43,Kaitlin Watkins,"['Eggs', 'Diapers']",5,80.22,Debit Card,Dallas,Specialty Store,True,Student,Winter,None
1000000107,2022-02-26 03:44:02,John Reed,"['Vacuum Cleaner', 'Power Strips', 'Trash Cans']",3,23.03,Mobile Payment,New York,Warehouse Club,False,Middle-Aged,Fall,BOGO (Buy One Get One)
1000000108,2021-01-06 18:13:15,Manuel Dickson,"['Shampoo', 'Baby Wipes', 'Cleaning Spray']",8,97.46,Mobile Payment,Seattle,Warehouse Club,True,Senior Citizen,Fall,Discount on Selected Items
1000000109,2021-01-28 23:18:02,John Tucker,['Cereal'],8,19.57,Mobile Payment,Atlanta,Convenience Store,True,Homemaker,Winter,None
1000000110,2021-11-06 08:19:45,Maria Williams,"['Yogurt', 'Canned Soup', 'Pancake Mix', 'Butter']",9,50.07,Debit Card,Miami,Convenience Store,True,Student,Spring,None
1000000111,2020-07-08 04:30:22,Thomas Johnson,"['Dustpan', 'Hand Sanitizer']",3,45.72,Debit Card,Seattle,Department Store,False,Professional,Spring,None
1000000112,2022-09-14 03:34:37,Steven Parker,"['Shower Gel', 'Cereal Bars', 'Cheese', 'Cereal Bars', 'Paper Towels']",3,71.9,Credit Card,Dallas,Supermarket,False,Middle-Aged,Summer,BOGO (Buy One Get One)
1000000113,2022-10-05 00:48:11,Scott Rodriguez,['Bath Towels'],1,14.94,Debit Card,Chicago,Pharmacy,True,Young Adult,Winter,BOGO (Buy One Get One)
1000000114,2020-04-25 07:04:53,Timothy Payne,"['Rice', 'Mop', 'Olive Oil', 'Chips']",4,58.21,Mobile Payment,Dallas,Pharmacy,False,Young Adult,Winter,None
1000000115,2020-01-12 10:48:07,Angela Holder,"['Bread', 'Ice Cream', 'Broom', 'Broom', 'Shampoo']",3,24.07,Cash,Chicago,Warehouse Club,True,Teenager,Summer,Discount on Selected Items
1000000116,2021-02-14 13:00:48,Jennifer Martin,"['Bath Towels', 'Ice Cream', 'Vacuum Cleaner', 'Chicken', 'Salmon']",3,30.45,Credit Card,Houston,Warehouse Club,True,Retiree,Spring,None
1000000117,2021-05-14 21:27:01,Chris Jones,"['Water', 'Mayonnaise']",2,92.03,Cash,Miami,Pharmacy,True,Professional,Winter,None
1000000118,2023-04-24 21:26:39,Kelly Reed,"['Iron', 'Toothpaste']",4,32.11,Mobile Payment,San Francisco,Pharmacy,True,Student,Fall,Discount on Selected Items
1000000119,2021-05-07 01:36:23,Stephanie Mcdaniel,['Extension Cords'],7,73.58,Debit Card,Miami,Specialty Store,True,Middle-Aged,Fall,Discount on Selected Items
1000000120,2022-10-20 04:54:51,Daniel Cruz,"['Eggs', 'Bath Towels', 'Plant Fertilizer']",1,61.35,Mobile Payment,Boston,Convenience Store,False,Student,Summer,None
1000000121,2020-10-10 00:59:02,James Thomas,"['Cereal', 'Onions', 'Tuna', 'Coffee', 'Orange']",3,70.85,Mobile Payment,Seattle,Convenience Store,True,Student,Fall,Discount on Selected Items
1000000122,2020-08-17 18:19:02,Courtney Taylor,"['Baby Wipes', 'Beef', 'Insect Repellent', 'Hair Gel', 'Garden Hose']",3,35.83,Credit Card,Boston,Pharmacy,True,Middle-Aged,Spring,Discount on Selected Items
1000000123,2023-03-05 08:52:50,Vincent Vargas,"['Mop', 'Ketchup', 'Rice', 'Mayonnaise']",1,98.06,Cash,Seattle,Pharmacy,True,Professional,Summer,BOGO (Buy One Get One)
1000000124,2023-02-24 18:44:59,Holly Maldonado,"['Hair Gel', 'Carrots', 'Bath Towels', 'Plant Fertilizer', 'Deodorant']",8,92.57,Credit Card,Los Angeles,Warehouse Club,True,Senior Citizen,Fall,Discount on Selected Items
1000000125,2022-01-04 04:37:29,Rhonda Harris,"['Cereal Bars', 'Canned Soup', 'Toothpaste']",6,61.33,Cash,Chicago,Supermarket,False,Homemaker,Fall,None
1000000126,2022-08-13 22:25:45,John Fisher,"['Tuna', 'Hand Sanitizer']",2,94.37,Credit Card,Atlanta,Pharmacy,False,Professional,Winter,Discount on Selected Items
1000000127,2023-02-14 06:55:29,Amy Edwards,"['Cereal', 'Mustard', 'Toothbrush', 'Soap']",4,75.68,Debit Card,Miami,Department Store,True,Professional,Fall,None
1000000128,2022-06-23 22:55:24,Katherine Briggs,"['Salmon', 'Cereal', 'Paper Towels', 'Bath Towels']",3,71.07,Debit Card,Atlanta,Warehouse Club,True,Young Adult,Fall,BOGO (Buy One Get One)
1000000129,2021-05-31 20:30:52,Richard Gregory,"['Bath Towels', 'Ironing Board', 'Bath Towels', 'Toothpaste', 'Cleaning Rags']",6,83.82,Mobile Payment,Los Angeles,Department Store,False,Professional,Summer,None
1000000130,2022-08-03 19:40:10,Kristi Ray,"['Canned Soup', 'Beef', 'Mustard', 'Yogurt']",8,74.71,Debit Card,Boston,Convenience Store,False,Homemaker,Winter,BOGO (Buy One Get One)
1000000131,2023-07-08 17:11:58,Amy Baker,"['Syrup', 'Soap', 'Feminine Hygiene Products']",7,22.45,Credit Card,Chicago,Warehouse Club,True,Student,Fall,BOGO (Buy One Get One)
1000000132,2023-10-15 02:55:36,Angela Smith,"['Water', 'Canned Soup']",9,87.31,Credit Card,Dallas,Department Store,True,Homemaker,Winter,Discount on Selected Items
1000000133,2020-12-17 14:58:10,Karen Carpenter DVM,"['Plant Fertilizer', 'Light Bulbs', 'Shower Gel']",3,72.64,Mobile Payment,Seattle,Department Store,True,Professional,Summer,BOGO (Buy One Get One)
1000000134,2022-01-21 10:30:48,Mr. Paul Owens,"['Tuna', 'Milk', 'Baby Wipes', 'Onions', 'Peanut Butter']",2,14.45,Cash,Seattle,Convenience Store,False,Teenager,Spring,None
1000000135,2022-03-01 09:47:04,Teresa Phillips,"['Laundry Detergent', 'Olive Oil', 'Peanut Butter', 'Dishware', 'Pickles']",8,14.78,Cash,Atlanta,Department Store,True,Retiree,Winter,None
1000000136,2020-12-18 23:17:28,Rebecca Graham,"['Butter', 'Shower Gel', 'Bread']",8,54.17,Mobile Payment,Dallas,Supermarket,True,Student,Summer,None
1000000137,2023-03-11 22:49:49,Elizabeth Summers,['Ironing Board'],4,56.22,Debit Card,New York,Specialty Store,False,Teenager,Fall,Discount on Selected Items
1000000138,2022-04-22 22:28:25,Alyssa Zuniga,"['Diapers', 'Air Freshener', 'Rice']",8,88.18,Credit Card,Atlanta,Convenience Store,True,Professional,Spring,Discount on Selected Items
1000000139,2023-05-24 21:38:10,Daniel Thomas,"['Coffee', 'Soda', 'Pasta', 'Toothbrush', 'Canned Soup']",2,86.66,Debit Card,New York,Supermarket,False,Teenager,Spring,None
1000000140,2020-01-02 23:13:32,Tony Love,"['Honey', 'Mustard', 'Deodorant']",9,53.69,Cash,Los Angeles,Pharmacy,False,Teenager,Summer,Discount on Selected Items
1000000141,2022-03-28 00:26:08,James Ponce,"['Chicken', 'Olive Oil', 'Chicken']",1,72.3,Cash,New York,Supermarket,True,Teenager,Summer,Discount on Selected Items
1000000142,2021-07-14 15:48:07,Kimberly Cole,"['Tissues', 'Shower Gel', 'Canned Soup', 'Light Bulbs']",4,61.2,Mobile Payment,New York,Department Store,False,Senior Citizen,Summer,None
1000000143,2022-09-21 03:27:37,Kevin Sosa,"['Tea', 'Garden Hose', 'Soap', 'Extension Cords']",5,60.6,Cash,Atlanta,Pharmacy,False,Young Adult,Summer,None
1000000144,2020-03-31 18:35:34,Dr. Daniel Davidson,"['Shrimp', 'Baby Wipes']",7,73.37,Mobile Payment,Los Angeles,Pharmacy,True,Middle-Aged,Winter,BOGO (Buy One Get One)
